"date","away","home","spread","vig","src","updated"
"04/4 03:40 PM","Lakers","Clippers","-18.5",-118,"draftkings","04/4 05:52 PM"
"04/4 06:15 PM","Hornets","Celtics","-10.0",-105,"bovada","04/4 05:58 PM"
"04/4 07:15 PM","Grizzlies","76ers","-3.5",-105,"bovada","04/4 05:58 PM"
"04/4 07:45 PM","Warriors","Hawks","-2.0",-115,"bovada","04/4 05:58 PM"
"04/4 08:15 PM","Pelicans","Rockets","6.0",-110,"bovada","04/4 05:58 PM"
"04/4 10:15 PM","Magic","Nuggets","-16.5",-110,"bovada","04/4 05:58 PM"
