"date","away","home","spread","vig","src","updated"
"01/24 3:05 PM","Buccaneers","Packers","-3.5",100,"bovada","01/19 4:41 PM"
"01/24 6:40 PM","Bills","Chiefs","-3.0",100,"bovada","01/19 4:41 PM"
