"week","id","scheduled","home_team","away_team","home_points","away_points","home_total_rushing_yards","away_total_rushing_yards","home_total_passing_yards","away_total_passing_yards"
"14","8c3422d4-805a-4a92-8b29-b74b6401f571","2020-12-13T18:00:00+00:00","Panthers","Broncos",27,32,125,96,283,280
"14","9fe45b0a-dae1-4d3f-85a1-55523ac95623","2020-12-14T01:20:00+00:00","Bills","Steelers",26,15,104,47,238,187
"14","ad1f2198-f4d1-44fc-a654-23ecdad16329","2020-12-15T01:15:00+00:00","Browns","Ravens",42,47,138,231,355,176
"14","c43b4414-9634-4203-8511-26780f5b2a21","2020-12-13T21:05:00+00:00","Seahawks","Jets",40,3,174,69,239,132
"14","d0cb19ca-fcac-405a-a6e5-d59906351543","2020-12-13T21:25:00+00:00","49ers","Football Team",15,23,108,98,260,108
"14","d89f6d93-101d-46d1-abd9-35fc618ec5cd","2020-12-13T18:00:00+00:00","Dolphins","Chiefs",27,33,80,94,316,393
"14","e5ef3fb5-b5eb-4919-bd73-0ab93a961ed5","2020-12-13T21:05:00+00:00","Raiders","Colts",27,44,79,212,345,244
"14","fd7027be-6e06-4acf-acb7-6638317a16b9","2020-12-13T21:25:00+00:00","Eagles","Saints",24,21,246,96,167,291
"15","002e916f-c6e8-49cf-8bb1-a8a2e108df9d","2020-12-20T01:15:00+00:00","Packers","Panthers",24,16,195,115,143,258
"15","039366d5-b45d-488b-a0ed-be441454e90e","2020-12-20T18:00:00+00:00","Falcons","Buccaneers",27,31,37,51,356,390
"15","050e50c2-a7dd-493b-9f9d-d0be65f7eb65","2020-12-19T21:30:00+00:00","Broncos","Bills",19,48,140,182,132,359
"15","0aff45ce-edd2-416d-bc00-952ed14dcd0e","2020-12-20T21:05:00+00:00","Rams","Jets",20,23,114,93,209,207
"15","50fe8c44-01cb-49b6-afdd-7cbf5401454e","2020-12-21T01:20:00+00:00","Giants","Browns",6,20,74,106,221,297
"15","537cae78-ada2-46c9-b832-b2b4cfc0f8b3","2020-12-20T18:00:00+00:00","Titans","Lions",46,25,195,123,273,307
"15","5f73bb5c-baf6-4850-9289-691ac2ca2f87","2020-12-20T18:00:00+00:00","Cowboys","49ers",41,33,87,150,221,319
"15","8593e64f-4bdb-41a9-9e74-bcca89b09b40","2020-12-20T21:25:00+00:00","Saints","Chiefs",29,32,60,179,234,254
"15","9b1fd9a8-6e7a-4a41-9dde-86d9f8cf3b05","2020-12-20T18:00:00+00:00","Colts","Texans",27,20,127,83,228,373
"15","9bbb8b8e-0cbc-4bb5-b8b3-88894b344f42","2020-12-22T01:15:00+00:00","Bengals","Steelers",27,17,152,86,89,170
"15","a2e7b12f-8937-4b6e-8463-9f8fe05c3ae1","2020-12-20T18:00:00+00:00","Vikings","Bears",27,33,158,199,271,202
"15","af891a89-f01f-4c19-a31e-dd8ef8f19e98","2020-12-18T01:20:00+00:00","Raiders","Chargers",27,30,173,96,279,314
"15","ba5f1c6e-c333-492a-88ed-24714ab83960","2020-12-20T18:00:00+00:00","Football Team","Seahawks",15,20,84,181,295,121
"15","bc725a06-9cf9-48d8-8aae-92f4f989cbef","2020-12-20T21:05:00+00:00","Cardinals","Eagles",33,26,103,117,432,338
"15","cd7a7376-56c5-4705-8d56-712995075498","2020-12-20T18:00:00+00:00","Dolphins","Patriots",22,12,250,117,145,209
"15","e698c578-2b26-4be5-8b8b-fc7c5620e6b0","2020-12-20T18:00:00+00:00","Ravens","Jaguars",40,14,159,62,250,226
"16","005406cf-71bd-458b-aca1-b5c6d44c0ee7","2020-12-27T18:00:00+00:00","Ravens","Giants",27,13,249,54,183,252
"16","1f453063-fe6c-41d3-adec-80de9bf6b3d7","2020-12-27T18:00:00+00:00","Jaguars","Bears",17,41,76,128,211,265
"16","233f29d3-7e2a-4fbc-9f06-710500eb962c","2020-12-29T01:15:00+00:00","Patriots","Bills",9,38,145,130,78,344
"16","2985b549-7ea2-4c58-a1f7-d2f325764e26","2020-12-26T21:30:00+00:00","Cardinals","49ers",12,20,120,227,247,182
"16","325eaac0-ffbc-469e-a194-d83a41dcd094","2020-12-27T21:05:00+00:00","Chargers","Broncos",19,16,89,133,253,264
"16","3535b4be-8ed7-4998-8039-e9d628d59e2c","2020-12-27T21:05:00+00:00","Football Team","Panthers",13,20,108,113,291,197
"16","3b9e9703-b081-46f6-8254-8261a350d664","2020-12-26T18:00:00+00:00","Lions","Buccaneers",7,47,73,111,152,491
"16","914dd742-3072-4529-93e9-4b23e3d1b1f5","2020-12-27T18:00:00+00:00","Chiefs","Falcons",17,14,117,90,278,300
"16","a06ba922-ea65-4198-8fb6-a0d145cbcd40","2020-12-27T18:00:00+00:00","Steelers","Colts",28,24,22,127,341,270
"16","b03b4918-72b9-45a9-8e62-4e514628d911","2020-12-25T21:30:00+00:00","Saints","Vikings",52,33,264,90,319,291
"16","b1ecaeac-df1f-4f1d-ab0c-157152cc5000","2020-12-27T21:25:00+00:00","Cowboys","Eagles",37,17,151,151,377,342
"16","b40e8b72-334f-4fca-8cf1-3796f4d7a5c4","2020-12-27T01:15:00+00:00","Raiders","Dolphins",25,26,104,130,336,276
"16","f2fe3acb-d014-457e-8647-ad43e84c7217","2020-12-27T21:25:00+00:00","Seahawks","Rams",20,9,95,118,225,234
"16","f495439f-2bfd-4297-9b90-7c0ffe2c68e9","2020-12-27T18:00:00+00:00","Jets","Browns",23,16,131,45,218,285
"16","f571d2b9-d928-4916-8e64-38bb4bc53150","2020-12-27T18:00:00+00:00","Texans","Bengals",31,37,166,169,324,371
"16","fd670f0a-ed47-42f0-9a5e-3a386f98a703","2020-12-28T01:20:00+00:00","Packers","Titans",40,14,234,156,231,121
"17","18af0c26-cb0c-4da2-a3f2-ee3a674d1444","2021-01-03T18:00:00+00:00","Bills","Dolphins",56,26,78,70,388,393
"17","3d6e87fc-c9df-4a04-9206-34fb70dea787","2021-01-03T18:00:00+00:00","Lions","Vikings",35,37,129,125,293,405
"17","4a4eba29-551d-46fb-a316-f8911ed80ba5","2021-01-03T18:00:00+00:00","Patriots","Jets",28,14,166,111,261,266
"17","4b7b8699-3716-44bc-9fa3-227ba14d790b","2021-01-03T18:00:00+00:00","Buccaneers","Falcons",44,27,94,127,399,265
"17","4f205aec-6630-4170-a7a3-c8a305b009a3","2021-01-03T21:25:00+00:00","49ers","Seahawks",23,26,86,121,273,181
"17","5b6a4da6-a9e1-4945-b81e-0f06ddbb09ae","2021-01-03T21:25:00+00:00","Chiefs","Chargers",21,38,51,135,218,302
"17","877a0d33-7136-4a6b-80b2-0a3fe117b6fe","2021-01-03T21:25:00+00:00","Broncos","Raiders",31,32,122,106,339,371
"17","8f77fb26-e89e-439a-a48c-756c3a3d7fa6","2021-01-03T18:00:00+00:00","Bengals","Ravens",3,38,147,404,48,121
"17","a2730c50-3803-43ea-a9e2-029c4da1dc57","2021-01-03T21:25:00+00:00","Rams","Cardinals",18,7,110,48,231,192
"17","a48c4a31-3b0f-4a83-8ced-32b1f37da95c","2021-01-03T21:25:00+00:00","Colts","Jaguars",28,14,273,53,164,261
"17","a7896aa5-0678-4820-8ec3-2da46d2d435e","2021-01-03T21:25:00+00:00","Texans","Titans",38,41,96,288,385,216
"17","b06ff633-dedc-4aae-be06-a359c034e6d1","2021-01-03T21:25:00+00:00","Bears","Packers",16,35,108,79,252,240
"17","b870d8b0-84cf-4d58-bb5f-42784958df87","2021-01-04T01:20:00+00:00","Eagles","Football Team",14,20,118,103,119,162
"17","ec4d4be2-01e5-4465-956b-8309c9ea3e8d","2021-01-03T18:00:00+00:00","Giants","Cowboys",23,19,125,108,229,244
"17","f6f38d07-d146-4cfe-8b43-56dee121729d","2021-01-03T21:25:00+00:00","Panthers","Saints",7,33,74,156,271,201
"17","ffefae13-6fa5-4699-960f-0a7fd3c1265d","2021-01-03T18:00:00+00:00","Browns","Steelers",24,22,192,85,196,317
